home_win,away_win,draw,home_possLostAll,away_possLostAll,home_shotFastbreak,away_shotFastbreak,home_lastManTackle,away_lastManTackle,home_totalFinalThirdPasses,away_totalFinalThirdPasses,home_putThrough,away_putThrough,home_accurateGoalKicks,away_accurateGoalKicks,home_aerialLost,away_aerialLost,home_totalLayoffs,away_totalLayoffs,home_interception,away_interception,home_interceptionsInBox,away_interceptionsInBox,home_totalLaunches,away_totalLaunches,home_errorLeadToShot,away_errorLeadToShot,home_effectiveHeadClearance,away_effectiveHeadClearance,home_sixYardBlock,away_sixYardBlock,home_interceptionWon,away_interceptionWon,home_attemptedTackleFoul,away_attemptedTackleFoul,home_crosses18yardplus,away_crosses18yardplus,home_attemptsConcededIbox,away_attemptsConcededIbox,home_attFastbreak,away_attFastbreak,home_finalThirdEntries,away_finalThirdEntries,home_possWonAtt3rd,away_possWonAtt3rd,home_attemptsObox,away_attemptsObox,home_duelLost,away_duelLost,home_wonContest,away_wonContest,home_accurateFreekickCross,away_accurateFreekickCross,home_openPlayPass,away_openPlayPass,home_possWonMid3rd,away_possWonMid3rd,home_totalFwdZonePass,away_totalFwdZonePass,home_totalPass,away_totalPass,home_accuratePass,away_accuratePass,home_saves,away_saves,home_possWonDef3rd,away_possWonDef3rd,home_attemptsIbox,away_attemptsIbox,home_touches,away_touches,home_accurateLaunches,away_accurateLaunches,home_headClearance,away_headClearance,home_effectiveBlockedCross,away_effectiveBlockedCross,home_attOpenplay,away_attOpenplay,home_fwdPass,away_fwdPass,home_backwardPass,away_backwardPass,home_totalFastbreak,away_totalFastbreak,home_touchesInOppBox,away_touchesInOppBox,home_shotOffTarget,away_shotOffTarget,home_attCorner,away_attCorner,home_blockedPass,away_blockedPass,home_accurateBackZonePass,away_accurateBackZonePass,home_possessionPercentage,away_possessionPercentage,home_totalCornersIntobox,away_totalCornersIntobox,home_totalThroughBall,away_totalThroughBall,home_overrun,away_overrun,home_wonTackle,away_wonTackle,home_totalClearance,away_totalClearance,home_attSetpiece,away_attSetpiece,home_penAreaEntries,away_penAreaEntries,home_ballRecovery,away_ballRecovery,home_cornerTaken,away_cornerTaken,home_cornerTaken,away_cornerTaken,home_fouledFinalThird,away_fouledFinalThird,home_dispossessed,away_dispossessed
1,0,0,122.75857142857143,126.09214285714286,0.37642857142857145,0.3435714285714285,0.0035714285714285713,0.01785714285714286,154.325,121.40642857142858,14.098571428571429,15.932857142857143,4.156428571428571,4.840714285714286,15.897857142857145,13.786428571428573,5.521428571428571,5.071428571428571,8.73857142857143,10.39,0.9071428571428573,1.0292857142857144,10.435,14.413571428571426,0.39785714285714285,0.3385714285714286,8.654285714285715,10.864285714285714,0.7342857142857143,0.30428571428571427,8.73857142857143,10.39,4.666428571428572,6.092857142857143,3.24,3.1485714285714286,7.438571428571429,7.575714285714286,0.37642857142857145,0.3435714285714285,58.239285714285714,50.35214285714285,3.902857142857143,4.718571428571428,4.54,4.8757142857142854,46.97642857142857,47.667142857142856,8.602142857142857,9.060714285714285,0.23142857142857143,0.21071428571428572,530.01,421.08785714285716,20.694285714285716,22.112857142857145,314.94642857142856,241.60857142857142,551.2028571428572,441.44714285714286,479.25357142857143,360.2192857142857,2.633571428571429,2.9714285714285715,20.505000000000003,24.963571428571427,8.279285714285715,8.377857142857142,729.7771428571428,621.8521428571428,2.1421428571428573,3.220714285714285,8.654285714285715,10.864285714285714,1.3514285714285714,1.71,8.942142857142859,9.594285714285714,160.10071428571428,146.16857142857143,86.055,69.98571428571428,0.3871428571428571,0.35071428571428565,25.132142857142856,22.871428571428574,4.332857142857143,4.911428571428571,2.2114285714285717,1.9892857142857143,14.098571428571429,15.932857142857143,236.10642857142858,194.26,58.50628571428571,46.79621428571429,5.576428571428571,4.77,1.1492857142857142,0.49071428571428566,1.0271428571428571,1.1735714285714285,6.484999999999999,9.394285714285715,16.870714285714286,19.412857142857142,0.42,0.855,29.406428571428574,27.85,52.879285714285714,57.89,7.050000000000001,5.549285714285714,7.050000000000001,5.549285714285714,2.059285714285714,1.5228571428571427,8.393571428571429,7.617142857142857
1,0,0,132.69934318555008,137.92499999999998,0.14269293924466336,0.6357142857142857,0.01839080459770115,0.010714285714285714,123.75665024630541,178.14285714285714,14.59408866995074,17.771428571428572,4.224137931034482,4.871428571428571,17.819211822660098,16.689285714285717,5.094581280788178,7.9071428571428575,10.719211822660098,8.767857142857142,1.6722495894909688,0.6928571428571428,18.603776683087027,11.49642857142857,0.35878489326765184,0.1392857142857143,10.540065681444993,8.342857142857143,0.5799671592775041,1.0642857142857143,10.719211822660098,8.767857142857142,4.9596059113300495,6.707142857142857,6.554515599343186,4.1535714285714285,9.3504105090312,5.464285714285715,0.14269293924466336,0.6357142857142857,54.011986863711,56.278571428571425,4.3817733990147785,5.017857142857142,4.4845648604269295,5.696428571428571,49.38489326765189,54.01785714285714,8.706896551724139,9.939285714285713,0.6065681444991791,0.18928571428571428,360.2715927750411,619.8857142857144,20.42282430213465,24.79642857142857,236.47980295566504,356.40714285714284,387.9898193760263,637.3214285714286,306.73087027914613,552.5357142857142,3.59688013136289,2.053571428571429,25.06617405582923,24.13214285714286,8.823973727422004,10.678571428571429,585.4292282430213,827.3428571428572,4.877339901477832,2.2928571428571427,10.540065681444993,8.342857142857143,1.6175697865353038,1.4142857142857141,9.09671592775041,12.632142857142856,144.92742200328408,181.96428571428572,59.95878489326765,103.18928571428572,0.1495894909688013,0.6607142857142858,22.95615763546798,32.017857142857146,5.010344827586207,5.432142857142857,1.804105090311987,2.3357142857142854,14.59408866995074,17.771428571428572,149.79080459770114,273.225,44.602266009852215,61.886428571428574,4.430049261083743,5.5321428571428575,0.39688013136288997,1.0178571428571428,1.5108374384236454,1.3107142857142857,7.007717569786536,8.70357142857143,22.02528735632184,14.685714285714287,1.5689655172413792,0.7535714285714287,30.279967159277504,32.25714285714285,58.140065681444995,60.28928571428571,5.454351395730706,6.0964285714285715,5.454351395730706,6.0964285714285715,2.5937602627257803,1.7785714285714285,7.708538587848933,8.907142857142858
0,1,0,145.53310924369748,125.67142857142858,0.18521008403361344,0.6642857142857143,0.11176470588235293,0.10357142857142856,124.13747899159665,83.22142857142856,15.38689075630252,14.971428571428572,5.499495798319328,5.828571428571429,17.946890756302523,16.12142857142857,6.046890756302521,3.6714285714285713,10.541680672268907,10.321428571428573,1.1665546218487395,0.9928571428571429,16.042857142857144,17.857142857142858,0.14201680672268907,0.18928571428571428,9.95310924369748,13.725000000000001,0.23025210084033612,0.21428571428571427,10.541680672268907,10.321428571428573,6.517310924369748,5.685714285714285,5.178319327731092,5.414285714285715,7.163361344537815,9.50357142857143,0.18521008403361344,0.6642857142857143,56.17210084033613,41.8,3.7499159663865544,2.4607142857142854,5.075966386554622,4.046428571428572,54.47529411764706,47.84642857142857,11.467899159663865,9.235714285714286,0.05176470588235295,0.36428571428571427,471.8766386554622,342.2678571428571,23.436302521008404,18.27857142857143,258.864537815126,188.15357142857144,495.48470588235296,363.9142857142857,408.92319327731093,285.38214285714287,2.652941176470588,3.567857142857143,23.87361344537815,27.853571428571428,6.6732773109243695,6.7749999999999995,688.7023529411765,549.7464285714286,3.775126050420168,4.475,9.95310924369748,13.725000000000001,2.1309243697478992,1.6035714285714286,8.500168067226891,7.121428571428572,160.34420168067226,137.77142857142857,79.15663865546219,53.817857142857136,0.19462184873949578,0.675,23.110084033613447,16.20357142857143,4.757142857142858,3.9357142857142855,1.3477310924369748,0.9892857142857142,15.38689075630252,14.971428571428572,230.692268907563,167.38214285714287,52.48885714285714,38.47392857142857,4.407899159663867,3.5321428571428575,0.6448739495798319,1.032142857142857,1.7505882352941176,1.35,9.473445378151261,7.717857142857142,19.60957983193277,26.096428571428575,0.9028571428571429,1.1535714285714285,30.774453781512605,22.889285714285712,57.418991596638655,56.167857142857144,4.721680672268908,3.9785714285714286,4.721680672268908,3.9785714285714286,1.8421848739495799,2.2642857142857142,11.26033613445378,7.125
1,0,0,146.35779220779222,144.8257142857143,0.46935064935064935,0.5465934065934066,0.011363636363636364,0.009230769230769232,118.63961038961038,97.95582417582418,16.19298701298701,12.886153846153846,5.769935064935065,3.8657142857142857,16.006558441558443,18.57208791208791,5.6890909090909085,4.124175824175825,10.166753246753247,11.491208791208791,0.8210389610389611,1.6547252747252748,14.932142857142857,21.104615384615386,0.5825324675324675,0.33494505494505494,9.53409090909091,11.143076923076922,0.372012987012987,0.19604395604395602,10.166753246753247,11.491208791208791,6.72461038961039,5.64989010989011,4.957272727272727,3.141098901098901,8.110974025974025,10.027912087912087,0.46935064935064935,0.5465934065934066,48.140974025974025,52.97670329670329,3.667792207792208,3.9057142857142857,5.003246753246753,4.43978021978022,52.59948051948052,54.136923076923075,8.661103896103896,7.855604395604395,0.4388311688311688,0.7569230769230769,430.69084415584416,278.31362637362633,22.81506493506493,21.432087912087912,230.5777272727273,194.34153846153845,454.8437012987013,304.2610989010989,362.51071428571424,214.58879120879124,3.248181818181818,4.68945054945055,28.45175324675325,27.69978021978022,7.998636363636363,6.375164835164835,653.5083766233766,497.13428571428574,2.983376623376623,4.30967032967033,9.53409090909091,11.143076923076922,1.804025974025974,1.6947252747252748,10.246298701298702,7.012967032967033,158.19616883116885,139.27626373626373,66.09967532467532,47.5,0.5407142857142857,0.6303296703296704,21.95668831168831,18.162197802197802,4.539415584415584,4.620659340659341,1.689090909090909,1.0450549450549451,16.19298701298701,12.886153846153846,215.65915584415586,103.98417582417582,55.62857142857142,38.552659340659346,5.465584415584415,4.252087912087912,1.3264285714285715,0.3951648351648352,1.5451948051948055,1.5019780219780219,11.77448051948052,8.617582417582417,18.914545454545454,21.683956043956044,0.5555844155844156,1.1336263736263736,31.02337662337662,26.07978021978022,62.863246753246756,61.81868131868132,6.331038961038962,4.994285714285715,6.331038961038962,4.994285714285715,1.9639610389610391,2.9026373626373627,8.181038961038961,9.951868131868132
0,1,0,143.5364285714286,144.92785714285714,0.2,0.8278571428571428,0.07785714285714286,0.007142857142857143,161.61571428571426,122.965,17.45,20.070714285714285,3.3814285714285717,5.576428571428571,16.11357142857143,16.372142857142855,5.755714285714285,7.375,10.751428571428573,8.85,0.8028571428571428,0.8135714285714286,11.883571428571429,15.254999999999999,0.13142857142857145,0.47285714285714286,8.071428571428571,8.563571428571429,0.42499999999999993,0.19642857142857142,10.751428571428573,8.85,7.307857142857143,7.0407142857142855,4.817142857142857,3.397857142857143,5.896428571428571,10.188571428571429,0.2,0.8278571428571428,66.07,49.557857142857145,5.26,3.5700000000000003,6.515714285714285,4.535,52.14,55.69357142857143,9.394285714285715,10.606428571428571,0.3942857142857143,0.245,509.22714285714284,486.36357142857145,27.193571428571428,25.447857142857146,330.5107142857143,269.4342857142857,530.6535714285715,509.83500000000004,440.6385714285714,418.00214285714287,1.7685714285714287,4.042142857142857,24.655714285714286,26.274285714285718,9.610714285714286,7.615,722.5992857142858,704.5042857142857,2.642142857142857,3.2007142857142856,8.071428571428571,8.563571428571429,0.76,1.207142857142857,12.310714285714287,9.076428571428572,160.9392857142857,168.2757142857143,83.70928571428573,77.7007142857143,0.2571428571428571,1.0935714285714286,26.89,22.11857142857143,5.832857142857144,4.416428571428572,1.8378571428571429,1.5107142857142857,17.45,20.070714285714285,197.81857142857143,225.45285714285714,56.79792857142857,53.71242857142857,5.996428571428572,4.524285714285714,1.7542857142857142,1.2557142857142858,1.7892857142857141,1.4249999999999998,11.035714285714285,10.562142857142858,14.432857142857143,17.25785714285714,0.7528571428571429,0.4635714285714286,32.46142857142857,26.34357142857143,63.18714285714286,62.29571428571428,7.157857142857143,4.926428571428572,7.157857142857143,4.926428571428572,2.7414285714285715,2.225,7.8257142857142865,9.661428571428573
1,0,0,141.82357142857143,138.56857142857143,1.1692857142857143,0.4278571428571428,0.1457142857142857,0.06714285714285714,188.425,94.31714285714285,16.495,17.004285714285714,4.602142857142857,4.086428571428572,14.814285714285713,17.124285714285712,5.800000000000001,5.878571428571428,9.05142857142857,11.972857142857142,0.5442857142857143,1.9735714285714285,12.036428571428573,20.11785714285714,0.4207142857142857,0.24071428571428571,8.42142857142857,9.932142857142857,0.5171428571428571,0.2857142857142857,9.05142857142857,11.972857142857142,6.088571428571429,5.425000000000001,5.737857142857143,3.0535714285714284,6.5042857142857144,10.899285714285714,1.1692857142857143,0.4278571428571428,67.57285714285715,44.943571428571424,5.397857142857143,3.8028571428571425,5.688571428571429,3.5985714285714288,51.93142857142857,52.38214285714285,9.119285714285713,10.437857142857142,0.32357142857142857,0.41214285714285714,605.8307142857143,320.40285714285716,28.389285714285712,18.087142857142858,386.26214285714286,202.8242857142857,624.9264285714287,347.1464285714286,536.9992857142857,258.93,2.675,2.5792857142857146,24.540714285714287,28.658571428571427,12.545714285714286,6.525714285714286,816.4542857142857,539.3928571428571,3.184285714285714,5.0842857142857145,8.42142857142857,9.932142857142857,1.4221428571428572,1.3542857142857145,13.393571428571429,6.951428571428572,178.71999999999997,143.36928571428572,87.61857142857143,54.989285714285714,1.5164285714285715,0.5814285714285714,37.49357142857143,19.312142857142856,6.415,3.4107142857142856,3.1042857142857145,1.6157142857142859,16.495,17.004285714285714,237.82642857142858,134.0557142857143,61.81264285714286,37.36878571428572,5.545,4.052142857142858,2.0700000000000003,0.345,1.4742857142857142,1.577142857142857,9.657857142857143,10.513571428571428,18.152857142857144,21.62642857142857,0.46928571428571425,0.8585714285714285,38.32928571428572,21.009999999999998,64.68785714285714,58.28999999999999,7.194285714285714,4.726428571428571,7.194285714285714,4.726428571428571,1.6607142857142858,2.2721428571428572,8.853571428571428,9.774285714285714
1,0,0,119.22999999999999,130.2242857142857,0.45285714285714285,0.2671428571428571,0.08214285714285714,0.07071428571428572,201.4557142857143,99.78857142857143,15.284285714285714,15.986428571428572,3.1392857142857142,4.819285714285714,14.022857142857143,15.927857142857142,8.190714285714286,5.060714285714286,8.255714285714285,10.075,0.5592857142857143,0.8828571428571428,9.219999999999999,18.467142857142857,0.3157142857142857,0.3771428571428571,6.728571428571429,10.917142857142856,0.45285714285714285,0.2142857142857143,8.255714285714285,10.075,5.75,5.741428571428571,4.992857142857143,3.907857142857143,5.195,8.426428571428572,0.45285714285714285,0.2671428571428571,61.72928571428571,47.534285714285716,5.640000000000001,3.229285714285714,5.731428571428571,3.6335714285714285,49.770714285714284,49.36857142857143,11.417857142857143,9.357857142857142,0.47071428571428575,0.2914285714285714,648.5007142857141,383.75214285714287,26.42214285714286,21.698571428571427,419.90714285714284,212.48,668.0485714285714,405.97285714285715,599.05,322.83642857142854,2.075,2.6792857142857143,20.740714285714287,27.355,10.890714285714285,7.505714285714286,845.1121428571429,589.055,2.1300000000000003,4.644285714285714,6.728571428571429,10.917142857142856,1.1228571428571428,1.8492857142857142,12.707857142857144,7.51,165.89857142857144,144.67071428571427,114.10428571428571,64.98357142857142,0.4635714285714286,0.2707142857142857,35.31785714285714,18.10142857142857,6.4278571428571425,4.395,1.825,1.8778571428571427,15.284285714285714,15.986428571428572,249.81500000000003,186.20857142857142,64.28192857142857,42.681285714285714,4.357142857142858,4.3342857142857145,1.8635714285714284,0.8792857142857142,1.6092857142857144,1.4171428571428573,7.638571428571428,11.31642857142857,12.445,20.68642857142857,0.7785714285714286,0.7014285714285715,33.07642857142857,24.461428571428574,58.96214285714285,60.64642857142857,6.137857142857143,4.633571428571429,6.137857142857143,4.633571428571429,2.5292857142857144,1.7342857142857144,10.301428571428572,8.608571428571429
1,0,0,144.99414802065402,153.12142857142857,0.350946643717728,0.12142857142857141,0.00963855421686747,0.014285714285714285,146.45370051635112,127.85,14.885886402753872,13.657142857142858,2.4299483648881237,3.8785714285714286,21.86815834767642,26.57857142857143,4.14302925989673,4.385714285714286,7.798967297762478,9.689285714285715,1.3932874354561102,1.0607142857142857,21.424268502581757,30.457142857142856,0.1910499139414802,0.11428571428571428,8.86695352839931,12.446428571428573,0.4271944922547332,0.20357142857142857,7.798967297762478,9.689285714285715,5.467986230636834,4.939285714285715,6.011531841652323,7.107142857142857,7.974010327022375,10.010714285714286,0.350946643717728,0.12142857142857141,59.158691910499144,69.18928571428572,3.976075731497418,5.253571428571428,2.963855421686747,3.4107142857142856,54.998795180722894,58.88214285714286,9.497590361445784,5.057142857142857,0.35318416523235796,0.5892857142857143,408.7442340791738,339.75714285714287,21.47555938037866,25.057142857142857,275.49655765920824,248.575,431.40361445783134,363.9142857142857,336.13339070567986,261.25357142857143,3.332358003442341,2.6035714285714286,23.851118760757316,23.182142857142857,6.516351118760758,7.207142857142857,608.2593803786574,544.2321428571429,4.2790017211703955,8.882142857142856,8.86695352839931,12.446428571428573,1.7352839931153183,2.414285714285714,6.791222030981067,7.117857142857143,154.16901893287434,150.75,71.07745266781411,63.082142857142856,0.36058519793459554,0.12142857142857141,19.15542168674699,19.514285714285712,3.765576592082616,5.1,1.6996557659208262,1.7571428571428571,14.885886402753872,13.657142857142858,154.5251290877797,114.47857142857143,47.53922547332186,42.7175,4.306196213425129,4.789285714285715,0.48468158347676416,0.19642857142857142,1.6037865748709121,1.2321428571428572,9.670223752151463,6.917857142857143,17.832530120481927,23.57857142857143,0.3946643717728055,1.1142857142857143,29.065748709122204,33.28214285714286,58.40017211703959,61.660714285714285,5.149225473321859,4.939285714285714,5.149225473321859,4.939285714285714,1.9294320137693632,1.6714285714285713,8.421342512908778,8.07857142857143
1,0,0,150.01785714285717,150.99,0.675,0.22499999999999998,0.08499999999999999,0.175,129.49785714285713,114.73571428571428,17.966428571428573,21.19357142857143,3.8892857142857142,4.24,19.13357142857143,22.06357142857143,5.748571428571429,5.067142857142857,11.434285714285714,10.597142857142856,1.1642857142857144,1.1628571428571428,21.50142857142857,18.326428571428572,0.25357142857142856,0.25,11.320714285714285,9.565714285714286,0.21785714285714286,0.195,11.434285714285714,10.597142857142856,4.962857142857143,6.15,5.124285714285714,3.412857142857143,7.030714285714286,9.109285714285715,0.675,0.22499999999999998,54.832142857142856,52.986428571428576,3.147857142857143,5.172142857142857,5.007857142857143,4.665000000000001,52.40142857142857,63.438571428571436,11.239285714285714,9.004999999999999,0.18071428571428572,0.3035714285714286,418.9064285714286,412.7364285714286,24.63142857142857,27.230714285714285,282.5128571428572,248.8592857142857,440.305,435.41857142857145,344.8192857142857,341.17357142857145,2.6092857142857144,3.427857142857143,28.290714285714287,23.07785714285714,8.352142857142859,6.691428571428572,638.86,637.4378571428572,5.15,4.154285714285715,11.320714285714285,9.565714285714286,2.1207142857142856,1.4542857142857142,10.142857142857142,7.877142857142857,164.42785714285714,157.49857142857144,64.5807142857143,68.39928571428572,0.8135714285714286,0.23214285714285715,22.865000000000002,21.216428571428573,5.372857142857143,4.573571428571428,1.5935714285714286,1.6592857142857143,17.966428571428573,21.19357142857143,151.3192857142857,178.69642857142856,48.88099999999999,49.934714285714286,4.214285714285714,5.34,0.7485714285714284,0.5928571428571429,1.5407142857142857,1.9021428571428571,8.594999999999999,10.251428571428573,20.82785714285714,19.814999999999998,0.6292857142857143,0.71,29.875714285714288,27.00857142857143,63.06571428571428,61.66357142857143,4.769285714285715,5.686428571428571,4.769285714285715,5.686428571428571,1.9421428571428572,2.2271428571428573,8.325714285714286,10.98357142857143
0,1,0,134.87714285714287,138.76642857142858,0.872875226039783,0.17857142857142858,0.15674502712477395,0.14214285714285713,108.69732368896925,169.82357142857143,16.230379746835442,16.904285714285713,4.679529837251357,4.230714285714286,17.873707052441226,12.19142857142857,6.096455696202532,6.685714285714286,12.23996383363472,8.424285714285714,1.1932007233273056,0.6592857142857143,16.908752260397833,9.569285714285714,0.2213381555153707,0.33071428571428574,10.729258589511755,7.214285714285714,0.257251356238698,0.42142857142857143,12.23996383363472,8.424285714285714,6.072983725135624,6.131428571428572,3.305858951175407,5.317142857142857,6.945605786618445,7.140714285714285,0.872875226039783,0.17857142857142858,46.51721518987342,59.595714285714294,2.6166726943942136,4.239285714285714,4.134068716094033,5.7785714285714285,54.80329113924051,50.059285714285714,10.768426763110309,11.541428571428572,0.9562025316455696,0.46285714285714286,435.3049547920434,536.4228571428572,20.227088607594936,28.200714285714284,249.0498734177215,337.4478571428572,457.4500180831826,558.7921428571428,373.92676311030743,473.5014285714286,3.1451717902350813,3.2435714285714283,31.686329113924053,25.073571428571427,7.964846292947559,7.9471428571428575,649.1180108499095,749.155,3.600759493670886,1.9728571428571429,10.729258589511755,7.214285714285714,1.7046292947558772,0.9685714285714286,8.398444846292946,10.368571428571428,155.4759855334539,174.09071428571428,75.25034358047017,79.14857142857143,0.8905967450271248,0.2857142857142857,20.854213381555155,25.98357142857143,4.362097649186257,4.8342857142857145,1.489873417721519,1.2642857142857142,16.230379746835442,16.904285714285713,199.1946473779385,216.65928571428572,48.86678842676312,57.61057142857143,3.946039783001808,4.257142857142857,0.8282097649186256,0.9492857142857143,1.6987703435804702,1.4271428571428573,9.979746835443038,9.37142857142857,19.005895117540685,14.395714285714288,1.391754068716094,0.6964285714285714,22.83414104882459,30.655,61.72397830018083,63.33428571428571,5.519385171790235,5.155714285714286,5.519385171790235,5.155714285714286,2.1993128390596746,2.979285714285714,9.388896925858951,10.536428571428573
